,date_time
3373,2023-03-08 09:33:39.273340
3374,2023-03-08 09:33:39.273340
3375,2023-03-08 09:33:39.273340
3376,2023-03-08 09:33:39.273340
3377,2023-03-08 09:33:43.390212
3378,2023-03-08 09:33:46.922634
3379,2023-03-08 09:33:46.922634
3380,2023-03-08 09:34:31.149816
3381,2023-03-08 09:34:31.149816
3382,2023-03-08 09:34:31.149816
3383,2023-03-08 09:34:31.149816
3384,2023-03-08 09:34:31.149816
3385,2023-03-08 09:34:31.149816
3386,2023-03-08 09:34:31.149816
3387,2023-03-08 09:34:31.149816
3388,2023-03-08 09:34:31.149816
3389,2023-03-08 09:34:37.783348
3390,2023-03-08 09:34:37.783348
3391,2023-03-08 09:34:37.783348
3392,2023-03-08 09:34:37.783348
3393,2023-03-08 09:34:37.783348
3394,2023-03-08 09:34:37.783348
3395,2023-03-08 09:34:37.783348
3396,2023-03-08 09:34:37.783348
3397,2023-03-08 09:34:37.783348
3398,2023-03-08 09:34:37.783348
3399,2023-03-08 09:34:40.390649
3400,2023-03-08 09:34:40.390649
3401,2023-03-08 09:34:40.390649
3402,2023-03-08 09:34:40.390649
3403,2023-03-08 09:34:40.390649
3404,2023-03-08 09:34:40.390649
3405,2023-03-08 09:34:40.390649
3406,2023-03-08 09:34:40.390649
3407,2023-03-08 09:34:40.390649
3408,2023-03-08 09:34:40.390649
3409,2023-03-08 09:34:44.844372
3410,2023-03-08 09:34:44.844372
3411,2023-03-08 09:34:44.844372
3412,2023-03-08 09:34:44.844372
3413,2023-03-08 09:34:44.844372
3414,2023-03-08 09:34:44.844372
3415,2023-03-08 09:34:44.844372
3416,2023-03-08 09:34:44.844372
3417,2023-03-08 09:34:54.008828
3418,2023-03-08 09:34:54.008828
3419,2023-03-08 09:34:54.008828
3420,2023-03-08 09:34:54.008828
3421,2023-03-08 09:34:54.008828
3422,2023-03-08 09:34:54.008828
3423,2023-03-08 09:34:54.008828
3424,2023-03-08 09:34:54.008828
3425,2023-03-08 09:34:54.008828
3426,2023-03-08 09:34:54.008828
3427,2023-03-08 09:34:56.259266
3428,2023-03-08 09:34:56.259266
3429,2023-03-08 09:34:56.259266
3430,2023-03-08 09:34:56.259266
3431,2023-03-08 09:34:56.259266
3432,2023-03-08 09:34:56.259266
3433,2023-03-08 09:35:01.164464
3434,2023-03-08 09:35:01.164464
3435,2023-03-08 09:35:01.164464
3436,2023-03-08 09:35:01.164464
3437,2023-03-08 09:35:01.164464
3438,2023-03-08 09:35:01.164464
3439,2023-03-08 09:35:01.164464
3440,2023-03-08 09:35:02.444633
3441,2023-03-08 09:35:02.444633
3442,2023-03-08 09:35:02.444633
3443,2023-03-08 09:35:02.444633
3444,2023-03-08 09:35:04.231920
3445,2023-03-08 09:35:04.231920
3446,2023-03-08 09:35:04.231920
3447,2023-03-08 09:35:04.231920
3448,2023-03-08 09:35:04.231920
3449,2023-03-08 09:35:04.231920
3450,2023-03-08 09:35:04.231920
3451,2023-03-08 09:35:04.231920
3452,2023-03-08 09:35:04.231920
3453,2023-03-08 09:35:04.231920
3454,2023-03-08 09:35:10.921418
3455,2023-03-08 09:35:10.921418
3456,2023-03-08 09:35:10.921418
3457,2023-03-08 09:35:10.921418
3458,2023-03-08 09:35:10.921418
3459,2023-03-08 09:35:10.921418
3460,2023-03-08 09:35:10.921418
3461,2023-03-08 09:35:13.773580
3462,2023-03-08 09:35:13.773580
3463,2023-03-08 09:35:17.857779
3464,2023-03-08 09:35:17.857779
3465,2023-03-08 09:35:17.857779
3466,2023-03-08 09:35:17.857779
3467,2023-03-08 09:35:17.857779
3468,2023-03-08 09:35:17.857779
3469,2023-03-08 09:35:17.857779
3470,2023-03-08 09:35:17.857779
3471,2023-03-08 09:35:24.357385
3472,2023-03-08 09:35:24.357385
3473,2023-03-08 09:35:24.357385
3474,2023-03-08 09:35:24.357385
3475,2023-03-08 09:35:26.263964
3476,2023-03-08 09:35:26.263964
3477,2023-03-08 09:35:26.263964
3478,2023-03-08 09:35:26.263964
3479,2023-03-08 09:35:26.263964
3480,2023-03-08 09:35:26.263964
3481,2023-03-08 09:35:26.263964
3482,2023-03-08 09:35:26.263964
3483,2023-03-08 09:35:26.263964
3484,2023-03-08 09:35:27.932359
3485,2023-03-08 09:35:27.932359
3486,2023-03-08 09:35:27.932359
3487,2023-03-08 09:35:27.932359
3488,2023-03-08 09:35:27.932359
3489,2023-03-08 09:35:27.932359
3490,2023-03-08 09:39:31.846034
3491,2023-03-08 09:39:31.846034
3492,2023-03-08 09:39:31.846034
3493,2023-03-08 09:39:31.846034
3494,2023-03-08 09:39:31.846034
3495,2023-03-08 09:39:31.846034
3496,2023-03-08 09:39:31.846034
3497,2023-03-08 09:39:31.846034
3498,2023-03-08 09:39:49.329421
3499,2023-03-08 09:39:49.329421
3500,2023-03-08 09:39:49.329421
3501,2023-03-08 09:39:49.329421
3502,2023-03-08 09:39:49.329421
3503,2023-03-08 09:39:49.329421
3504,2023-03-08 09:39:50.631762
3505,2023-03-08 09:39:50.631762
3506,2023-03-08 09:39:50.631762
3507,2023-03-08 09:39:50.631762
3508,2023-03-08 09:39:50.631762
3509,2023-03-08 09:39:50.631762
3510,2023-03-08 09:39:50.631762
3511,2023-03-08 09:40:07.001438
3512,2023-03-08 09:40:07.001438
3513,2023-03-08 09:40:07.001438
3514,2023-03-08 09:40:07.001438
3515,2023-03-08 09:40:07.001438
3516,2023-03-08 09:40:13.513879
3517,2023-03-08 09:40:13.513879
3518,2023-03-08 09:40:13.513879
3519,2023-03-08 09:40:13.513879
3520,2023-03-08 09:40:13.513879
3521,2023-03-08 09:40:13.513879
3522,2023-03-08 09:40:13.513879
3523,2023-03-08 09:40:13.513879
3524,2023-03-08 09:40:19.496941
3525,2023-03-08 09:40:19.496941
3526,2023-03-08 09:40:19.496941
3527,2023-03-08 09:40:19.496941
3528,2023-03-08 09:40:19.496941
3529,2023-03-08 09:40:19.496941
3530,2023-03-08 09:40:19.496941
3531,2023-03-08 09:40:19.496941
3532,2023-03-08 09:40:19.496941
3533,2023-03-08 09:40:21.115059
3534,2023-03-08 09:40:21.115059
3535,2023-03-08 09:40:21.115059
3536,2023-03-08 09:40:21.115059
3537,2023-03-08 09:40:21.115059
3538,2023-03-08 09:40:21.115059
3539,2023-03-08 09:40:21.115059
3540,2023-03-08 09:40:21.115059
3541,2023-03-08 09:40:21.115059
3542,2023-03-08 09:40:22.552037
3543,2023-03-08 09:40:22.552037
3544,2023-03-08 09:40:22.552037
3545,2023-03-08 09:40:22.552037
3546,2023-03-08 09:40:22.552037
3547,2023-03-08 09:40:22.552037
3548,2023-03-08 09:40:24.382882
3549,2023-03-08 09:40:24.382882
3550,2023-03-08 09:40:24.382882
3551,2023-03-08 09:40:24.382882
3552,2023-03-08 09:40:24.382882
3553,2023-03-08 09:40:25.763845
3554,2023-03-08 09:40:25.763845
3555,2023-03-08 09:40:25.763845
3556,2023-03-08 09:40:25.763845
3557,2023-03-08 09:40:25.763845
3558,2023-03-08 09:40:32.555005
3559,2023-03-08 09:40:32.555005
3560,2023-03-08 09:40:32.555005
3561,2023-03-08 09:40:32.555005
3562,2023-03-08 09:40:32.555005
3563,2023-03-08 09:40:35.285585
3564,2023-03-08 09:40:35.285585
3565,2023-03-08 09:40:35.285585
3566,2023-03-08 09:40:35.285585
3567,2023-03-08 09:40:35.285585
3568,2023-03-08 09:40:35.285585
3569,2023-03-08 09:40:35.285585
3570,2023-03-08 09:40:35.285585
3571,2023-03-08 09:40:35.285585
3572,2023-03-08 09:40:38.216245
3573,2023-03-08 09:40:38.216245
3574,2023-03-08 09:40:38.216245
3575,2023-03-08 09:40:38.216245
3576,2023-03-08 09:40:38.216245
3577,2023-03-08 09:40:38.216245
3578,2023-03-08 09:40:38.216245
3579,2023-03-08 09:40:40.161277
3580,2023-03-08 09:40:40.161277
3581,2023-03-08 09:40:40.161277
3582,2023-03-08 09:40:40.161277
3583,2023-03-08 09:40:40.161277
3584,2023-03-08 09:40:40.161277
3585,2023-03-08 09:40:40.161277
3586,2023-03-08 09:40:40.161277
3587,2023-03-08 09:40:41.238936
3588,2023-03-08 09:40:41.238936
3589,2023-03-08 09:40:41.238936
3590,2023-03-08 09:40:41.238936
3591,2023-03-08 09:42:51.090034
3592,2023-03-08 09:42:51.090034
3593,2023-03-08 09:42:51.090034
3594,2023-03-08 09:42:51.090034
3595,2023-03-08 09:42:51.090034
3596,2023-03-08 09:42:51.090034
3597,2023-03-08 09:42:51.090034
3598,2023-03-08 09:42:51.090034
3599,2023-03-08 09:42:52.091391
3600,2023-03-08 09:42:52.091391
3601,2023-03-08 09:42:52.091391
3602,2023-03-08 09:42:52.091391
3603,2023-03-08 09:42:53.735381
3604,2023-03-08 09:42:53.735381
3605,2023-03-08 09:42:53.735381
3606,2023-03-08 09:42:55.087066
3607,2023-03-08 09:42:55.087066
3608,2023-03-08 09:42:56.855276
3609,2023-03-08 09:42:56.855276
3610,2023-03-08 09:42:56.855276
3611,2023-03-08 09:42:56.855276
3612,2023-03-08 09:42:56.855276
3613,2023-03-08 09:42:56.855276
3614,2023-03-08 09:42:59.138504
3615,2023-03-08 09:42:59.138504
3616,2023-03-08 09:42:59.138504
3617,2023-03-08 09:43:10.500383
3618,2023-03-08 09:43:10.500383
3619,2023-03-08 09:43:10.500383
3620,2023-03-08 09:43:10.500383
3621,2023-03-08 09:43:10.500383
3622,2023-03-08 09:43:12.275261
3623,2023-03-08 09:43:12.275261
3624,2023-03-08 09:43:12.275261
3625,2023-03-08 09:43:13.989162
3626,2023-03-08 09:43:13.989162
3627,2023-03-08 09:43:15.708656
3628,2023-03-08 09:43:15.708656
3629,2023-03-08 09:43:15.708656
3630,2023-03-08 09:43:15.708656
3631,2023-03-08 09:43:15.708656
3632,2023-03-08 09:43:15.708656
3633,2023-03-08 09:43:15.708656
3634,2023-03-08 09:43:18.403005
3635,2023-03-08 09:43:18.403005
3636,2023-03-08 09:43:18.403005
3637,2023-03-08 09:43:18.403005
3638,2023-03-08 09:43:18.403005
3639,2023-03-08 09:43:18.403005
3640,2023-03-08 09:43:20.516550
3641,2023-03-08 09:43:20.516550
3642,2023-03-08 09:43:20.516550
3643,2023-03-08 09:43:20.516550
3644,2023-03-08 09:43:20.516550
3645,2023-03-08 09:43:46.115514
3646,2023-03-08 09:43:46.115514
3647,2023-03-08 09:43:46.115514
3648,2023-03-08 09:43:46.115514
3649,2023-03-08 09:43:46.115514
3650,2023-03-08 09:43:46.115514
3651,2023-03-08 09:43:48.595993
3652,2023-03-08 09:43:48.595993
3653,2023-03-08 09:43:49.788680
3654,2023-03-08 09:43:49.788680
3655,2023-03-08 09:43:49.788680
3656,2023-03-08 09:43:49.788680
3657,2023-03-08 09:43:49.788680
3658,2023-03-08 09:43:51.036220
3659,2023-03-08 09:43:51.036220
3660,2023-03-08 09:43:51.036220
3661,2023-03-08 09:43:51.036220
3662,2023-03-08 09:43:52.562412
3663,2023-03-08 09:43:52.562412
3664,2023-03-08 09:43:52.562412
3665,2023-03-08 09:43:52.562412
3666,2023-03-08 09:43:53.940575
3667,2023-03-08 09:43:53.940575
3668,2023-03-08 09:43:53.940575
3669,2023-03-08 09:43:53.940575
3670,2023-03-08 09:43:55.463725
3671,2023-03-08 09:43:55.463725
3672,2023-03-08 09:43:55.463725
3673,2023-03-08 09:43:55.463725
3674,2023-03-08 09:43:55.463725
3675,2023-03-08 09:44:11.304623
3676,2023-03-08 09:44:11.304623
3677,2023-03-08 09:44:11.304623
3678,2023-03-08 09:44:12.705560
3679,2023-03-08 09:44:15.154286
3680,2023-03-08 09:44:15.154286
3681,2023-03-08 09:44:23.366917
3682,2023-03-08 09:44:23.366917
3683,2023-03-08 09:44:23.366917
3684,2023-03-08 09:44:25.536105
3685,2023-03-08 09:44:25.536105
3686,2023-03-08 09:44:25.536105
3687,2023-03-08 09:44:25.536105
3688,2023-03-08 09:44:25.536105
3689,2023-03-08 09:44:26.591132
3690,2023-03-08 09:44:26.591132
3691,2023-03-08 09:44:32.239596
3692,2023-03-08 09:44:32.239596
3693,2023-03-08 09:44:32.239596
3694,2023-03-08 09:44:33.452996
3695,2023-03-08 09:44:33.452996
3696,2023-03-08 09:44:34.985499
3697,2023-03-08 09:44:34.985499
3698,2023-03-08 09:44:34.985499
3699,2023-03-08 09:44:34.985499
3700,2023-03-08 09:44:34.985499
3701,2023-03-08 09:44:41.486420
3702,2023-03-08 09:44:41.486420
3703,2023-03-08 09:44:41.486420
3704,2023-03-08 09:44:41.486420
3705,2023-03-08 09:44:41.486420
3706,2023-03-08 09:44:41.486420
3707,2023-03-08 09:44:41.486420
3708,2023-03-08 09:44:41.486420
3709,2023-03-08 09:44:41.486420
3710,2023-03-08 09:44:44.614825
3711,2023-03-08 09:44:44.614825
3712,2023-03-08 09:44:44.614825
3713,2023-03-08 09:44:44.614825
3714,2023-03-08 09:44:44.614825
3715,2023-03-08 09:44:46.517404
3716,2023-03-08 09:44:46.517404
3717,2023-03-08 09:44:46.517404
3718,2023-03-08 09:44:46.517404
3719,2023-03-08 09:44:46.517404
3720,2023-03-08 09:44:46.517404
3721,2023-03-08 09:44:53.951154
3722,2023-03-08 09:44:53.951154
3723,2023-03-08 09:44:53.951154
3724,2023-03-08 09:44:53.951154
3725,2023-03-08 09:44:53.951154
3726,2023-03-08 09:44:55.762349
3727,2023-03-08 09:44:55.762349
3728,2023-03-08 09:44:55.762349
3729,2023-03-08 09:44:55.762349
3730,2023-03-08 09:44:55.762349
3731,2023-03-08 09:44:55.762349
3732,2023-03-08 09:45:27.109007
3733,2023-03-08 09:45:28.663157
3734,2023-03-08 09:45:30.866007
3735,2023-03-08 09:45:30.866007
3736,2023-03-08 09:45:30.866007
3737,2023-03-08 09:45:30.866007
3738,2023-03-08 09:45:30.866007
3739,2023-03-08 09:45:32.921205
3740,2023-03-08 09:45:32.921205
3741,2023-03-08 09:45:32.921205
3742,2023-03-08 09:45:32.921205
3743,2023-03-08 09:45:32.921205
3744,2023-03-08 09:45:35.802832
3745,2023-03-08 09:45:35.802832
3746,2023-03-08 09:45:39.261858
3747,2023-03-08 09:45:39.261858
3748,2023-03-08 09:45:39.261858
3749,2023-03-08 09:45:40.551902
3750,2023-03-08 09:45:40.551902
3751,2023-03-08 09:45:40.551902
3752,2023-03-08 09:45:41.747727
3753,2023-03-08 09:45:41.747727
3754,2023-03-08 09:45:41.747727
3755,2023-03-08 09:45:41.747727
3756,2023-03-08 09:45:41.747727
3757,2023-03-08 09:45:42.968868
3758,2023-03-08 09:45:42.968868
3759,2023-03-08 09:45:42.968868
3760,2023-03-08 09:45:42.968868
3761,2023-03-08 09:45:42.968868
3762,2023-03-08 09:45:44.233405
3763,2023-03-08 09:45:44.233405
3764,2023-03-08 09:45:44.233405
3765,2023-03-08 09:45:44.233405
3766,2023-03-08 09:45:45.979113
3767,2023-03-08 09:45:45.979113
3768,2023-03-08 09:45:45.979113
3769,2023-03-08 09:45:48.457341
3770,2023-03-08 09:45:48.457341
3771,2023-03-08 09:45:48.457341
3772,2023-03-08 09:45:50.620824
3773,2023-03-08 09:45:50.620824
3774,2023-03-08 09:45:52.177055
3775,2023-03-08 09:45:52.177055
3776,2023-03-08 09:45:52.177055
3777,2023-03-08 09:45:52.177055
3778,2023-03-08 09:45:54.152369
3779,2023-03-08 09:45:54.152369
3780,2023-03-08 09:45:54.152369
3781,2023-03-08 09:45:54.152369
3782,2023-03-08 09:45:54.152369
3783,2023-03-08 09:45:54.152369
3784,2023-03-08 09:45:55.273455
3785,2023-03-08 09:45:55.273455
3786,2023-03-08 09:45:55.273455
3787,2023-03-08 09:45:55.273455
3788,2023-03-08 09:45:58.065421
3789,2023-03-08 09:45:58.065421
3790,2023-03-08 09:45:58.065421
3791,2023-03-08 09:46:00.917749
3792,2023-03-08 09:46:00.917749
3793,2023-03-08 09:46:00.917749
3794,2023-03-08 09:46:00.917749
3795,2023-03-08 09:46:03.496613
3796,2023-03-08 09:46:03.496613
3797,2023-03-08 09:46:03.496613
3798,2023-03-08 09:46:09.524123
3799,2023-03-08 09:46:09.524123
3800,2023-03-08 09:46:15.432590
3801,2023-03-08 09:46:15.432590
3802,2023-03-08 09:46:15.432590
3803,2023-03-08 09:46:15.432590
3804,2023-03-08 09:46:17.001031
3805,2023-03-08 09:46:17.001031
3806,2023-03-08 09:46:17.001031
3807,2023-03-09 09:00:10.046036
3808,2023-03-09 09:00:10.046036
3809,2023-03-09 09:00:10.046036
3810,2023-03-09 09:00:10.046036
3811,2023-03-09 09:00:10.046036
3812,2023-03-09 09:00:10.046036
3813,2023-03-09 09:00:10.046036
3814,2023-03-09 09:00:10.046036
3815,2023-03-09 09:00:10.046036
3816,2023-03-09 09:00:10.046036
3817,2023-03-09 09:00:11.695913
3818,2023-03-09 09:00:11.695913
3819,2023-03-09 09:00:11.695913
3820,2023-03-09 09:00:11.695913
3821,2023-03-09 09:00:11.695913
3822,2023-03-09 09:00:11.695913
3823,2023-03-09 09:00:11.695913
3824,2023-03-09 09:00:11.695913
3825,2023-03-09 09:00:11.695913
3826,2023-03-09 09:00:11.695913
3827,2023-03-09 09:00:13.622287
3828,2023-03-09 09:00:13.622287
3829,2023-03-09 09:00:13.622287
3830,2023-03-09 09:00:13.622287
3831,2023-03-09 09:00:13.622287
3832,2023-03-09 09:00:13.622287
3833,2023-03-09 09:00:13.622287
3834,2023-03-09 09:00:13.622287
3835,2023-03-09 09:00:13.622287
3836,2023-03-09 09:00:13.622287
3837,2023-03-09 09:00:20.221275
3838,2023-03-09 09:00:20.221275
3839,2023-03-09 09:00:20.221275
3840,2023-03-09 09:00:20.221275
3841,2023-03-09 09:00:20.221275
3842,2023-03-09 09:00:24.056804
3843,2023-03-09 09:00:24.056804
3844,2023-03-09 09:00:24.056804
3845,2023-03-09 09:00:24.056804
3846,2023-03-09 09:00:24.056804
3847,2023-03-09 09:00:24.056804
3848,2023-03-09 09:00:24.056804
3849,2023-03-09 09:00:24.056804
3850,2023-03-09 09:00:24.056804
3851,2023-03-09 09:00:25.826556
3852,2023-03-09 09:00:25.826556
3853,2023-03-09 09:00:25.826556
3854,2023-03-09 09:00:25.826556
3855,2023-03-09 09:00:25.826556
3856,2023-03-09 09:00:28.188878
3857,2023-03-09 09:00:28.188878
3858,2023-03-09 09:00:28.188878
3859,2023-03-09 09:00:28.188878
3860,2023-03-09 09:00:28.188878
3861,2023-03-09 09:00:28.188878
3862,2023-03-09 09:00:28.188878
3863,2023-03-09 09:00:28.188878
3864,2023-03-09 09:00:28.188878
3865,2023-03-09 09:00:31.902679
3866,2023-03-09 09:00:31.902679
3867,2023-03-09 09:00:31.902679
3868,2023-03-09 09:00:31.902679
3869,2023-03-09 09:00:31.902679
3870,2023-03-09 09:00:48.350813
3871,2023-03-09 09:00:48.350813
3872,2023-03-09 09:00:48.350813
3873,2023-03-09 09:01:11.550112
3874,2023-03-09 09:01:11.550112
3875,2023-03-09 09:01:11.550112
3876,2023-03-09 09:01:13.836832
3877,2023-03-09 09:01:13.836832
3878,2023-03-09 09:01:15.833627
3879,2023-03-09 09:01:15.833627
3880,2023-03-09 09:01:15.833627
3881,2023-03-09 09:01:38.632955
3882,2023-03-09 09:01:38.632955
3883,2023-03-09 09:01:38.632955
3884,2023-03-09 09:01:38.632955
3885,2023-03-09 09:01:38.632955
3886,2023-03-09 09:01:38.632955
3887,2023-03-09 09:01:38.632955
3888,2023-03-09 09:01:38.632955
3889,2023-03-09 09:01:54.326519
3890,2023-03-09 09:01:54.326519
3891,2023-03-09 09:01:54.326519
3892,2023-03-09 09:01:54.326519
3893,2023-03-09 09:01:54.326519
3894,2023-03-09 09:01:54.326519
3895,2023-03-09 09:01:54.326519
3896,2023-03-09 09:01:54.326519
3897,2023-03-09 09:01:54.326519
3898,2023-03-09 09:01:54.326519
3899,2023-03-09 09:01:57.788549
3900,2023-03-09 09:01:57.788549
3901,2023-03-09 09:01:57.788549
3902,2023-03-09 09:01:57.788549
3903,2023-03-09 09:01:57.788549
3904,2023-03-09 09:01:57.788549
3905,2023-03-09 09:01:57.788549
3906,2023-03-09 09:01:57.788549
3907,2023-03-09 09:01:57.788549
3908,2023-03-09 09:01:57.788549
3909,2023-03-09 09:02:03.160793
3910,2023-03-09 09:02:03.160793
3911,2023-03-09 09:02:03.160793
3912,2023-03-09 09:02:03.160793
3913,2023-03-09 09:02:03.160793
3914,2023-03-09 09:02:03.160793
3915,2023-03-09 09:02:03.160793
3916,2023-03-09 09:02:03.160793
3917,2023-03-09 09:02:03.160793
3918,2023-03-09 09:02:05.749779
3919,2023-03-09 09:02:05.749779
3920,2023-03-09 09:02:05.749779
3921,2023-03-09 09:02:05.749779
3922,2023-03-09 09:02:15.465218
3923,2023-03-09 09:02:15.465218
3924,2023-03-09 09:02:15.465218
3925,2023-03-09 09:02:15.465218
3926,2023-03-09 09:02:15.465218
3927,2023-03-09 09:02:15.465218
3928,2023-03-09 09:02:15.465218
3929,2023-03-09 09:02:15.465218
3930,2023-03-09 09:02:15.465218
3931,2023-03-09 09:02:19.025018
3932,2023-03-09 09:02:19.025018
3933,2023-03-09 09:02:19.025018
3934,2023-03-09 09:02:19.025018
3935,2023-03-09 09:02:19.025018
3936,2023-03-09 09:02:19.025018
3937,2023-03-09 09:02:19.025018
3938,2023-03-09 09:02:20.729767
3939,2023-03-09 09:02:20.729767
3940,2023-03-09 09:02:20.729767
3941,2023-03-09 09:02:20.729767
3942,2023-03-09 09:02:20.729767
3943,2023-03-09 09:02:20.729767
3944,2023-03-09 09:02:20.729767
3945,2023-03-09 09:02:20.729767
3946,2023-03-09 09:02:20.729767
3947,2023-03-09 09:02:23.507927
3948,2023-03-09 09:02:23.507927
3949,2023-03-09 09:02:23.507927
3950,2023-03-09 09:02:23.507927
3951,2023-03-09 09:02:23.507927
3952,2023-03-09 09:02:23.507927
3953,2023-03-09 09:02:23.507927
3954,2023-03-09 09:02:35.058244
3955,2023-03-09 09:02:35.058244
3956,2023-03-09 09:02:35.058244
3957,2023-03-09 09:02:38.196543
3958,2023-03-09 09:02:38.196543
3959,2023-03-09 09:02:38.196543
3960,2023-03-09 09:02:38.196543
3961,2023-03-09 09:02:38.196543
3962,2023-03-09 09:02:38.196543
3963,2023-03-09 09:02:38.196543
3964,2023-03-09 09:02:38.196543
3965,2023-03-09 09:02:38.196543
3966,2023-03-09 09:02:40.885925
3967,2023-03-09 09:02:40.885925
3968,2023-03-09 09:02:40.885925
3969,2023-03-09 09:02:40.885925
3970,2023-03-09 09:02:40.885925
3971,2023-03-09 09:02:40.885925
3972,2023-03-09 09:02:40.885925
3973,2023-03-09 09:02:40.885925
3974,2023-03-09 09:02:40.885925
3975,2023-03-09 09:02:49.245574
3976,2023-03-09 09:02:49.245574
3977,2023-03-09 09:02:49.245574
3978,2023-03-09 09:02:49.245574
3979,2023-03-09 09:02:49.245574
3980,2023-03-09 09:02:49.245574
3981,2023-03-09 09:03:11.267821
3982,2023-03-09 09:03:11.267821
3983,2023-03-09 09:03:11.267821
3984,2023-03-09 09:03:11.267821
3985,2023-03-09 09:03:11.267821
3986,2023-03-09 09:03:11.267821
3987,2023-03-09 09:03:11.267821
3988,2023-03-09 09:03:11.267821
3989,2023-03-09 09:03:11.267821
3990,2023-03-09 09:03:11.267821
3991,2023-03-09 09:03:13.002682
3992,2023-03-09 09:03:13.002682
3993,2023-03-09 09:03:13.002682
3994,2023-03-09 09:03:13.002682
3995,2023-03-09 09:03:13.002682
3996,2023-03-09 09:03:29.398194
3997,2023-03-09 09:03:29.398194
3998,2023-03-09 09:03:29.398194
3999,2023-03-09 09:03:29.398194
4000,2023-03-09 09:03:29.398194
4001,2023-03-09 09:03:29.398194
4002,2023-03-09 09:03:29.398194
4003,2023-03-09 09:03:29.398194
4004,2023-03-09 09:03:29.398194
4005,2023-03-09 09:03:38.961800
4006,2023-03-09 09:03:38.961800
4007,2023-03-09 09:03:38.961800
4008,2023-03-09 09:03:38.961800
4009,2023-03-09 09:03:38.961800
4010,2023-03-09 09:03:38.961800
4011,2023-03-09 09:03:46.592823
4012,2023-03-09 09:03:46.592823
4013,2023-03-09 09:03:46.592823
4014,2023-03-09 09:03:46.592823
4015,2023-03-09 09:03:46.592823
4016,2023-03-09 09:03:46.592823
4017,2023-03-09 09:03:46.592823
4018,2023-03-09 09:03:46.592823
4019,2023-03-09 09:03:48.328894
4020,2023-03-09 09:03:48.328894
4021,2023-03-09 09:03:48.328894
4022,2023-03-09 09:03:48.328894
4023,2023-03-09 09:03:48.328894
4024,2023-03-09 09:03:48.328894
4025,2023-03-09 09:03:50.699214
4026,2023-03-09 09:03:50.699214
4027,2023-03-09 09:03:50.699214
4028,2023-03-09 09:03:50.699214
4029,2023-03-09 09:03:50.699214
4030,2023-03-09 09:03:50.699214
4031,2023-03-09 09:03:52.531825
4032,2023-03-09 09:03:52.531825
4033,2023-03-09 09:03:52.531825
4034,2023-03-09 09:03:52.531825
4035,2023-03-09 09:03:52.531825
4036,2023-03-09 09:03:52.531825
4037,2023-03-09 09:03:52.531825
4038,2023-03-09 09:03:59.247186
4039,2023-03-09 09:03:59.247186
4040,2023-03-09 09:03:59.247186
4041,2023-03-09 09:03:59.247186
4042,2023-03-09 09:03:59.247186
4043,2023-03-09 09:04:04.826726
4044,2023-03-09 09:04:04.826726
4045,2023-03-09 09:04:04.826726
4046,2023-03-09 09:04:04.826726
4047,2023-03-09 09:04:04.826726
4048,2023-03-09 09:04:04.826726
4049,2023-03-09 09:04:04.826726
4050,2023-03-09 09:04:04.826726
4051,2023-03-09 09:04:11.510552
4052,2023-03-09 09:04:11.510552
4053,2023-03-09 09:04:11.510552
4054,2023-03-09 09:04:11.510552
4055,2023-03-09 09:04:11.510552
4056,2023-03-09 09:04:11.510552
4057,2023-03-09 09:04:11.510552
4058,2023-03-10 08:50:25.102540
4059,2023-03-10 08:50:25.102540
4060,2023-03-10 08:50:25.102540
4061,2023-03-10 08:50:25.102540
4062,2023-03-10 08:50:25.102540
4063,2023-03-10 08:50:25.102540
4064,2023-03-10 08:50:25.102540
4065,2023-03-10 08:50:25.102540
4066,2023-03-10 08:50:25.102540
4067,2023-03-10 08:50:25.102540
4068,2023-03-10 08:50:26.155053
4069,2023-03-10 08:50:26.155053
4070,2023-03-10 08:50:26.155053
4071,2023-03-10 08:50:26.155053
4072,2023-03-10 08:50:26.155053
4073,2023-03-10 08:50:26.155053
4074,2023-03-10 08:50:26.155053
4075,2023-03-10 08:50:26.155053
4076,2023-03-10 08:50:27.693986
4077,2023-03-10 08:50:27.693986
4078,2023-03-10 08:50:27.693986
4079,2023-03-10 08:50:27.693986
4080,2023-03-10 08:50:27.693986
4081,2023-03-10 08:50:27.693986
4082,2023-03-10 08:50:27.693986
4083,2023-03-10 08:50:27.693986
4084,2023-03-10 08:50:27.693986
4085,2023-03-10 08:50:29.255883
4086,2023-03-10 08:50:29.255883
4087,2023-03-10 08:50:29.255883
4088,2023-03-10 08:50:29.255883
4089,2023-03-10 08:50:29.255883
4090,2023-03-10 08:50:29.255883
4091,2023-03-10 08:50:29.255883
4092,2023-03-10 08:50:29.255883
4093,2023-03-10 08:50:29.255883
4094,2023-03-10 08:50:29.255883
4095,2023-03-10 08:50:30.990563
4096,2023-03-10 08:50:30.990563
4097,2023-03-10 08:50:30.990563
4098,2023-03-10 08:50:30.990563
4099,2023-03-10 08:50:30.990563
4100,2023-03-10 08:50:30.990563
4101,2023-03-10 08:50:30.990563
4102,2023-03-10 08:50:30.990563
4103,2023-03-10 08:50:30.990563
4104,2023-03-10 08:50:35.590423
4105,2023-03-10 08:50:35.590423
4106,2023-03-10 08:50:35.590423
4107,2023-03-10 08:50:35.590423
4108,2023-03-10 08:50:35.590423
