,title,company_name,location,via,description,related_links,thumbnail,extensions,job_id,posted_at,schedule_type,date_time,search_query
0,Web Data Analyst H/F,24S.com,Paris,via HelloWork,"24S.com recherche …

En tant que Web Data Analyst, votre rôle est d'assurer la collecte des données de navigation puis d'interpréter ces données afin d'améliorer les performances du site web et de l'application mobile.

En tant que pure player e-commerce"", le pilotage de notre activité repose tout particulièrement sur l'analyse des données à notre disposition. Votre rôle est donc clef pour le développement de l'entreprise.

Vos missions :
- Comprendre et challenger les demandes des Directions métiers.
- Analyser les données et présenter les résultats aux Directions métiers.
- Mener des analyses exploratoires afin de proposer de nouveaux leviers business ou détecter des comportements à investiguer.
- Accompagner les équipes Produit & Tech lors d'évolutions importantes du site ou de l'application.
- Participer à la diffusion de la culture data en communiquant les résultats au-delà des équipes concernées.
- Spécifier et faire évoluer le tracking web/app nécessaire aux analyses et... garantir son bon fonctionnement.
- De manière globale, participer au développement et au rayonnement de la Direction Data au sein de l'entreprise.

Vous avez 2/3 ans minimum d'expérience dans un poste similaire, en entreprise ou en société de conseil.

Vous maîtrisez Google Tag Manager et Google Analytics

Vous savez être synthétique dans vos présentations et vous être orienté(e) action/décision

Vous maîtrisez les langages SQL et JavaScript; Python serait un plus

Vous maîtrisez un outil de reporting / data visualisation (idéalement Google Looker Studio/Google Data Studio)

Vous avez une expérience réussie dans le e-commerce

Pourquoi postuler ?

Rejoindre 24S en tant que Web Data Analyst c'est saisir l'opportunité de participer activement au développement du site web et de l'application mobile qui sont au coeur du fonctionnement de l'entreprise...

C'est aussi rejoindre une équipe à taille humaine (5 personnes aujourd'hui). C'est la garantie d'une grande diversité de sujets et d'une belle autonomie.

La maison 24S reconnait et recrute tous les talents.
En résumé ...
• Paris 1er - 75
• CDI
• Distribution • Commerce de gros
• Bac +5
• Exp. 1 à 7 ans
• Exp. + 7 ans
Publiée le 03/02/2023. Réf : 24S00443","[{'link': 'https://www.google.com/search?hl=fr&gl=fr&q=24S.com&sa=X&ved=0ahUKEwjgmuPG1_n8AhWalIkEHVttBx4QmJACCOwG', 'text': 'Voir les résultats Web pour 24S.com'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP6GjzYFE-SyYq7tIQBeAhmZ4aau6KEuxlGjk4mno&s,"['il y a 13 heures', 'À plein temps']",eyJqb2JfdGl0bGUiOiJXZWIgRGF0YSBBbmFseXN0IEgvRiIsImh0aWRvY2lkIjoiRmw5ZnZZanU4ZXdBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSWdVR0Z5YVhNc1VHRnlhWE1zU1d4bExXUmxMVVp5WVc1alpTeEdjbUZ1WTJVIiwiZ2wiOiJmciIsImhsIjoiZnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiLm5GZzJlYntmb250LXdlaWdodDo1MDB9LkJpNkRkY3tmb250LXdlaWdodDo1MDB9UG9zdHVsZXIgc3VyIEhlbGxvV29yayIsImxpbmsiOiJodHRwczovL3d3dy5oZWxsb3dvcmsuY29tL2ZyLWZyL2VtcGxvaXMvMzExODAxNzYuaHRtbD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,il y a 13 heures,À plein temps,2023-02-03 16:38:25.692015,data analyst
1,Data Analyst CDI H/F,Le Bon Marché,Paris,via HelloWork,"Le Bon Marché recherche …

Au sein de la Direction Marketing Client et rattaché(e) au pôle Data & Insights, nous recherchons un(e) Data analyst, en charge de la réalisation de reportings et d'analyses clients. Dans le cadre de votre fonction vous devrez contribuer au développement de projets relatifs à l'exploitation des Datas Clients retail et digitales pour le Bon Marché Rive Gauche et la Grande Epicerie de Paris.

Plus spécifiquement, vous serez en charge de :

Réaliser des tableaux de bord de pilotage business et des analyses de comportements des clients in store et online (performance du programme de fidélité et des campagnes CRM, évolution des comportements des clients, profil des clients, inputs aux équipes commerciales...) :
- Réaliser et suivre les tableaux de bord récurrents
- Etudier l'évolution du comportement de la base client et contribuer à l'identification de nouveaux leviers business grâce à l'exploitation de la data
- Mettre en exergue les évolutions clé et analyser... les données pour identifier les KPI aidant à la prise de décision
- Réaliser les bilans des opérations marketing
- Développer la communication autour des datas et l'exploitation des analyses au sein de l'entreprise

Contribuer à la création, maintenir et faire évoluer les Segmentations clients et Clusters opérationnels afin d'optimiser les campagnes d'animation en magasin ou sur le Web :
- Participer à la construction de modélisations pertinentes pour l'amélioration de l'efficacité de nos campagnes
- Piloter des projets d'intégration des scores et données clients dans les différents systèmes en lien avec les équipes IT

Piloter et suivre des projets liés aux datas et à la connaissance client :
- Réaliser des études clients avec les prestataires externes (qualis, quantis, analyses adhoc...)
- Contribuer aux projets d'amélioration de la qualité de nos bases de données
- Faire évoluer et superviser la qualité des outils de reporting internes (power BI, data studio)

De formation supérieure en Statistiques / Modélisation, vous possédez au moins 3 ans d'expérience sur un poste similaire incluant de la gestion de projets en environnement base de données clients :

Rigoureux(se) et méthodique, vous êtes reconnu(e) pour vos capacités d'analyse avec les chiffres/statistiques et vos capacités de synthèse.

Vous êtes également reconnu(e)s pour vos qualités relationnelles et de communication.

De nature proactive, avez de bonnes capacités d'adaptation afin de créer et mener des interactions avec des interlocuteurs différents.

La maîtrise d'Excel est requise, tout comme la maîtrise du langage SQL et d'un langage de programmation statistique (R/python - utilisé au Bon Marché). La maîtrise d'Abode Campaign est un plus.

La maîtrise de l'anglais est nécessaire.

Le Groupe Bon Marché est attaché à la mixité et à la diversité. Nous recrutons et reconnaissons tous les talents.
En résumé ...
• Paris 1er - 75
• CDI
• Distribution • Commerce de gros
• Bac +5
• Exp. 1 à 7 ans
• Exp. + 7 ans
Publiée le 03/02/2023. Réf : LBM01902","[{'link': 'https://www.google.com/search?hl=fr&gl=fr&q=Le+Bon+March%C3%A9&sa=X&ved=0ahUKEwjgmuPG1_n8AhWalIkEHVttBx4QmJACCJYH', 'text': 'Voir les résultats Web pour Le Bon Marché'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaXKc6ViCpnWeZTuYGc2NAOzCaxutT7zfaxzxHZ08&s,"['il y a 13 heures', 'À plein temps']",eyJqb2JfdGl0bGUiOiJEYXRhIEFuYWx5c3QgQ0RJIEgvRiIsImh0aWRvY2lkIjoiSDgxV3JnelJ1TDBBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSWdVR0Z5YVhNc1VHRnlhWE1zU1d4bExXUmxMVVp5WVc1alpTeEdjbUZ1WTJVIiwiZ2wiOiJmciIsImhsIjoiZnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiUG9zdHVsZXIgc3VyIEhlbGxvV29yayIsImxpbmsiOiJodHRwczovL3d3dy5oZWxsb3dvcmsuY29tL2ZyLWZyL2VtcGxvaXMvMzExODA0NzEuaHRtbD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,il y a 13 heures,À plein temps,2023-02-03 16:38:25.692015,data analyst
2,Stage - Assistant Data analyst H/F,Nestlé,Issy-les-Moulineaux,via LinkedIn,"Nestlé, entreprise agroalimentaire mondiale, compte 308 000 collaborateurs œuvrant ensemble à améliorer la qualité de vie et la santé des personnes dans le monde de demain. Nos valeurs s'articulent autour du principe du respect : respect de nous-même, respect des autres, respect de la diversité et de notre avenir. Avec un chiffre d'affaires supérieur à 91,4 milliards de CHF en 2018 et 413 usines dans plus de 85 pays, nous jouissons d'une implantation mondiale exceptionnelle. Conscients que nos collaborateurs sont notre atout numéro un, nous vous offrons un environnement de travail international dynamique et inclusif. Nous vous ouvrons les portes de toutes sortes d'entreprises, de fonctions et de pays où vous pouvez travailler dans les équipes et au contact des cultures les plus diverses.

Vous souhaitez en savoir plus ? Rendez-vous sur notre site Internet à l'adresse suivante : www.nestle.com.

En un coup d'œil :
• Stage temps plein
• Lieu : Issy les Moulineaux
• A compter de : Mai... 2023
• Pour une durée de : 6 mois

Un management bienveillant et un parcours d’intégration organisé par votre manager, vous permettant d’évoluer dans un environnement agréable.

Opportunités de carrières et accompagnement vers l’emploi avec le programme Nestlé Needs YOUth dans un univers varié avec un accès à de nombreux événements.

Notre proposition :

Au sein de la Direction Digitale de Nestlé France, vous interviendrez dans le pôle Data afin de contribuer au déploiement et à l'adoption des modèles de data science du Cockpit.

Les données sont toujours plus critiques aux décisions stratégiques de Nestlé tandis que leur volume et leur variété explosent. L’ambition du pôle Data, au sein de la Direction Digitale de Nestlé France, est d'être le garant de données de qualité alimentant des outils de suivi et des modèles pertinents destinés toutes les BU de Nestlé France.

Vos missions au quotidien :
• Vérifier la qualité des données ingérées dans le Data Warehouse (Databricks, Snowflake).
• Vérifier la qualité des modèles de marketing data science déployés par notre partenaire de Conseil, Ekimetrics.
• Accompagner les équipes métier dans l'adoption de l'outil Cockpit déployé.
• Réaliser des études ad hoc de la data analyse (dashboarding, data catalog) à la data science (modèles simples) selon les besoins du département.

Vos atouts pour réussir :
• BAC +4/+5
• Spécialisation en Data
• Maîtrise des langages Python et SQL indispensables.
• Connaissances en data science, en marketing quantitatif et en économétrie très valorisées.
• Connaissance de Azure, Databricks, Power BI, Power Query sont un plus mais pas un prérequis.
• Vous êtes reconnu pour votre : autonomie, curiosité, rigueur scientifique, énergie.

Découvrez nos métiers commerce ici !

Intéressé(e) par cette offre et nos perspectives d’évolution ? Alors place à l'action ! Postulez dès maintenant, pour aujourd'hui et pour demain.

Le talent n’a ni genre, ni couleur de peau, ni orientation sexuelle, ni croyance .

L’inclusion des différences fait la force de Nestlé en France.

Nous sommes signataire de la Charte de la Diversité et de la Charte de l’Autre Cercle.

#entrepriseinclusive #WeAreNestle

Pour en savoir plus sur notre politique en matière de diversité équité et inclusion, n’hésitez pas à consulter notre score « Mixity » : Mixity","[{'link': 'http://www.nestle.com/', 'text': 'nestle.com'}, {'link': 'https://www.google.com/search?hl=fr&gl=fr&q=Nestl%C3%A9&sa=X&ved=0ahUKEwjgmuPG1_n8AhWalIkEHVttBx4QmJACCMIH', 'text': 'Voir les résultats Web pour Nestlé'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3mAreKey_aZKHDT4mn2v838FPOwKwDPJBYEOPaxE&s,"['il y a 23 heures', 'À plein temps']",eyJqb2JfdGl0bGUiOiJTdGFnZSAtIEFzc2lzdGFudCBEYXRhIGFuYWx5c3QgSC9GIiwiaHRpZG9jaWQiOiJ5dmgtbnlZbEtNVUFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJZ1VHRnlhWE1zVUdGeWFYTXNTV3hsTFdSbExVWnlZVzVqWlN4R2NtRnVZMlUiLCJnbCI6ImZyIiwiaGwiOiJmciIsImZjIjoiRXN3QkNvd0JRVU5RZDJwcVVrY3piSFJRUTBwbVZWRlNNRzUxWm0xTVJETTVRVTFpU1ZGUE5rb3lZbkZZVFhGVmVIWllUbFYwTlZsUVJIaFdVVFE0V1dacVJsYzNSMEZ1YTBkS00wbHNabFpLWm5wWFpGTm1hVXR4TVc1bVYwWllRV1JmZVhObmFqZExORzEwUlRjdFVtVlJjMGMyZVVaT1ZGYzRSRGRJTjBkU1dGazNORkZzU2toMlMxSjJOa2M1VUZNU0YyTkRjbVJaTFVOcFRscHhjSEIwVVZBeU9YRmtPRUZGR2lKQlJsODJUVUZRUkhaS2VuQkxhV2hHZVhKTFgxZDNhRVZ1YVUxSmFGVlBZVUZCIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJQb3N0dWxlciBzdXIgTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly9mci5saW5rZWRpbi5jb20vam9icy92aWV3L3N0YWdlLWFzc2lzdGFudC1kYXRhLWFuYWx5c3QtaC1mLWF0LW5lc3RsJUMzJUE5LTM0NjU3MTE1Nzk/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,il y a 23 heures,À plein temps,2023-02-03 16:38:25.692015,data analyst
3,SAINT LAURENT – DATA ANALYST MEDIA,Yves Saint Laurent SAS,Paris,via Adzuna,"Job Description

We are currently seeking a Data Analyst Media who will report to Global Media Manager as part of our dynamic team in Paris.

ROLE

Part of the Media, Marketing and Digital department, you will report to the Global Media Manager.

Your main missions will be the definition of KPIs, the set-up of monitoring routines and dashboards, the measurement of Media performance and contribution and the production of strategic recommendations.

MISSION

MEASUREMENT

Redirection links creation
Reporting tools usage (Dashboards, Google Analytics, etc)
Report requesting, checking and treatment to get learnings
Support on collection, saving and classification of all reporting documents on the server
Quantitative and qualitative analysis
Media performance measurement (attribution and contribution)
Report consolidation for top management
Dashboard set up
Existing dashboards check
Data archives check
Participation to studies monitoring (Marketing Mix Modeling, brand lift studies... etc)
STRATEGY

Participation to the KPIs definition
Full funnel optimization
Challenge of the agencies and partners
Limitation of media waste
Participation to the digital road map
Main contact on all technical topics (data lake, pixels, tags, offline to online, etc)
PROFILE

A college/university graduate in data analysis
A minimum of 3 years experience on data analysis preferably on the communication scope
Fluent in English
Previous International working environment if possible
Team player
Creative sensitivity
Highly organized and able to plan efficiently
A proactive individual
Saint Laurent is committed to building a diverse workforce. We believe diversity in all its forms – gender, age, nationality, culture, religious beliefs and sexual orientation – enriches the workplace. It opens up opportunities for people to express their talent, both individually and collectively and it helps foster our ability to adapt to a changing world. As an Equal Opportunity Employer we welcome and consider applications from all qualified candidates, regardless of their background.

Job Type

Casual

Start Date

2023-01-30

Schedule

Full time

Organization

Yves Saint Laurent SAS","[{'link': 'http://www.ysl.com/', 'text': 'ysl.com'}, {'link': 'https://www.google.com/search?hl=fr&gl=fr&q=Yves+Saint+Laurent+SAS&sa=X&ved=0ahUKEwjgmuPG1_n8AhWalIkEHVttBx4QmJACCO4H', 'text': 'Voir les résultats Web pour Yves Saint Laurent SAS'}]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOu0ZnqVju7aBCvBvnGsEoRfzEuE43q8PINwmO&s=0,"['il y a 21 heures', 'À plein temps']",eyJqb2JfdGl0bGUiOiJTQUlOVCBMQVVSRU5UIOKAkyBEQVRBIEFOQUxZU1QgTUVESUEiLCJodGlkb2NpZCI6IlZQckNFWDZQNzhNQUFBQUFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lnVUdGeWFYTXNVR0Z5YVhNc1NXeGxMV1JsTFVaeVlXNWpaU3hHY21GdVkyVSIsImdsIjoiZnIiLCJobCI6ImZyIiwiZmMiOiJFdmNCQ3JjQlFVTlFkMnBxVVZobFJuaFZWVUZEU21aWVRIVm1TVkZFUW5kV1JXTlNWekpzV0hKTGF6ZFhXRlpxUVdjNGRrOVBkeTFKV1ZORWFVTm9MVGhoV1VGNlpFTmtWVGxtYnpCVlJGaFJXblZzUjJreFVUaDVRVGhpTXpacFgxTndPWFE0YjJSVU9IZG1lSFpqTURaQ2NuTnRVVU5VY2xoWE1IZElYM1ZqZFVwWGNtdEpWREpmWkRsd01FaHNXVWx2YVRNNE1tbHdRekZwWHpnNVZVZDJaRmRYV2pnNFJWWnZkRkZVYUZwdGFXTkxkVTFtZEVwSVEwVlZFaGRqUTNKa1dTMURhVTVhY1hCd2RGRlFNamx4WkRoQlJSb2lRVVpmTmsxQlRqZEVTVE5VYkRaUVlUSk1lakF0TVV0alpGWnBjVTVwZDFOclFRIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJQb3N0dWxlciBzdXIgQWR6dW5hIiwibGluayI6Imh0dHBzOi8vd3d3LmFkenVuYS5mci9kZXRhaWxzLzM4OTY2MzQwOTQ/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,il y a 21 heures,À plein temps,2023-02-03 16:38:25.692015,data analyst
4,DATA ANALYST F/H,AQUANTIS,Arcueil,via Indeed,"Notre client, entreprise spécialisée dans le secteur de la distribution, recherche son futur
Data Analyst F/H en CDI.

Le poste est basé dans le sud de Paris.

Rattaché à l’équipe Marketing, et en lien direct avec l’ensemble des départements des fonctions supports, vous serez chargé d’extraire, d’analyser et d’optimiser les données du groupe dans le cadre de lancements de projets, vous serez également amené à automatiser certains outils.

Ainsi, vos principales missions sont :
• En lien avec les métiers, vous être chargé de l’analyse et de l’identification de leurs problématiques opérationnelles afin d’y répondre via l’analyse d’éléments chiffrés
• L’identification des sources de données les plus adaptées
• L’extraction des données pertinentes dans le but de les exploiter
• La création d’outils d’analyse pertinents (tableaux de bord, graphiques, …) pour faciliter la prise de décision
• L’optimisation des temps de traitement et la mise à jour régulière des bases de données/ outils
•... L’automatisation et l’amélioration des processus existants
• Travailler sur des projets d’amélioration continue en lien avec l’équipe Big Data et la Direction des Systèmes d’Information
• Assurer une veille concurrentielle du marché
• Former et accompagner les utilisateurs dans la prise en main des outils de data analyse

De formation supérieure de type bac+5 en école de commerce ou équivalent, vous justifiez d’une expérience d’au minimum 3 ans sur une fonction de Data Analyst (hors stage et alternance), idéalement acquis dans le secteur de la distribution.

Vous justifiez d’une grande capacité d’analyse et de synthèse, vous avez l’habitude de lancer de nouveaux dispositifs (CRM, création d’études statistiques). Vous êtes familié avec le vocabulaire IT et avez déjà travaillé avec les équipes de ce même département.

Vous maitrisez les principaux outils de data analyse : Excel, Access, SQL, Power BI, …

Doté d'un bon relationnel, vous n'avez pas peur d'échanger et de communiquer avec d'autres services pour exploiter la connaissance de certains experts.

Outre vos compétences techniques, vous êtes dynamique, force de proposition et apprécié le travail en équipe !

Budget : 45/52K€ en fixe + part variable, selon profil

Restaurant d’entreprise - CSE – politique de télétravail – avantages divers","[{'link': 'http://www.aquantistech.com/', 'text': 'aquantistech.com'}, {'link': 'https://www.google.com/search?hl=fr&gl=fr&q=AQUANTIS&sa=X&ved=0ahUKEwjgmuPG1_n8AhWalIkEHVttBx4QmJACCJoI', 'text': 'Voir les résultats Web pour AQUANTIS'}]",,"['il y a 9 heures', 'À plein temps']",eyJqb2JfdGl0bGUiOiJEQVRBIEFOQUxZU1QgRi9IIiwiaHRpZG9jaWQiOiJXY3dIek5OZzNnVUFBQUFBQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJZ1VHRnlhWE1zVUdGeWFYTXNTV3hsTFdSbExVWnlZVzVqWlN4R2NtRnVZMlUiLCJnbCI6ImZyIiwiaGwiOiJmciIsImZjIjoiRXN3QkNvd0JRVU5RZDJwcVV6ZG5UblZXUlRGMGVqSmZibDlqVDFoTllVNXZRbTFHYkZjMVdWVktOMDEyZDJOTlIxUjJkbmN0YjJjMlZrcFpOMDFyTldWYVZUWnJhRVZYVkRKS2F6UjBVVUY1VlZaa1lsTkxhWEZMVm1JeldqWmFUa0p1VDB4cGNVSlZkVVpwYm1KdU0xWmpXa1ZYVERoT2JsWjJTMEphVGsxRE5uZGpVVkpQZUhaNVgydDVWV3g2VUZrU0YyTkRjbVJaTFVOcFRscHhjSEIwVVZBeU9YRmtPRUZGR2lKQlJsODJUVUZRZW5OaWFqSXRiMUZwYTNSM01FSjRSRlJoTFZGUlZXaDZVV2wzIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMyIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJQb3N0dWxlciBzdXIgSW5kZWVkIiwibGluayI6Imh0dHBzOi8vZnIuaW5kZWVkLmNvbS92b2lyLWVtcGxvaT9qaz03MDA1M2YwN2IzZDc0OWY5XHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,il y a 9 heures,À plein temps,2023-02-03 16:38:25.692015,data analyst
5,Data analyst advanced B2C H/F,HAYS,Paris,via SimplyHired,"Rejoignez un groupe énergétique dans le déploiement de sa stratégie digitale !

Notre client recherche un Data analyst advanced B2C.

La mission est exécutée dans la délégation Data au sein de l’équipe reporting de la Direction marketing, Data et communication. Le candidat doit faire évoluer des Dashboard dédiés au suivi de la vente et l'installation d’équipement.

Les principales missions :
• Etre le référent des KPI et détenir l’expertise sur les règles de calcul des indicateurs de la DGP (commerciaux, clientèle, marketing, etc.)
• Construire les outils de pilotage et d’analyse de la performance, destinés aux différentes directions de la DGP

L’équipe reporting traite les besoins métiers de l’ensemble des directions avec 3 modes de fonctionnement :
• Le besoin est inscrit dans la roadmap des projets SI
• Le besoin n’a pas été planifié et concerne uniquement un aspect Data
• Le besoin est strictement interne à la Data

Le rôle consiste à :
• Participer ou organiser des ateliers... métiers permettant de recueillir et analyser les besoins intégrant des phases de data discovery
• Concevoir et présenter les solutions avant de les engager
• Eventuellement, développer les flux permettant de calculer les KPI absents du catalogue
• Développer et déployer le Dashboard en mode agile
• Accompagner le métier dans la phase de validation

Le consultant est en lien direct avec l'ensemble des métiers sans intermédiaire et doit être en capacité de délivrer les flux/Dashboard attendus. Il doit challenger les besoins, être force de proposition dans les solutions attendues et en capacité d’organiser son plan de charge en fonction de ses engagements et de la disponibilité de ses interlocuteurs. Il doit avoir une démarche agile, à savoir délivrer par itération et privilégier une approche de type « prototypage ». Il doit donc être en capacité d’interagir avec différentes populations et adapter son discours en fonction de son auditoire (technique avec les autres membres de la délégation Data, fonctionnel avec les métiers). Le client attend qu'il soit en capacité d’apporter une expertise dans les visuels ou les messages délivrés.

Pour cela, une expérience dans l’utilisation d’un outil de datavisualisation est absolument nécessaire. Au sein de la DGP, le client utilise TABLEAU mais pour ce projet, le client souhaite le réaliser avec POWER BI.

Profil :
• Compétences appuyées sur la BI en particulier sur la partie reporting (KPI, rapport, etc.) avec une expérience sur les outils de datavisualisation, en particulier Power BI
• Expérience dans la mise en place de flux, l’objectif étant de pouvoir mettre en place et ordonnancer des traitements pour calculer et stocker des agrégats
• Aptitudes relationnelles ainsi que de bonnes qualités rédactionnelles, le consultant doit être en capacité de synthétiser et vulgariser son propos
• Autonome, méthodique et organisé, il sait parfaitement travailler en équipe et présente de bonnes capacités d’analyse et de résolution de problèmes complexes

Compétences techniques demandées :
• SQL (facultatif TERADATA)
• Power BI
• Facultatif : ETL (Informatica)
• Facultatif : Ordonnanceur (VTOM, Shell)
• Facultatif : Microsoft BI (report builder, SharePoint)

Livrables attendus
• Rapports, Dashboard, études, analyse d’impact
• Expression de besoin, CR atelier, dossier de recette
• Documentation fonctionnelle, guide utilisateur #1335371","[{'link': 'http://www.hays.com/', 'text': 'hays.com'}, {'link': 'https://www.google.com/search?hl=fr&gl=fr&q=HAYS&sa=X&ved=0ahUKEwjgmuPG1_n8AhWalIkEHVttBx4QmJACCMYI', 'text': 'Voir les résultats Web pour HAYS'}]",,"['il y a 9 heures', 'À plein temps']",eyJqb2JfdGl0bGUiOiJEYXRhIGFuYWx5c3QgYWR2YW5jZWQgQjJDIEgvRiIsImh0aWRvY2lkIjoiZzZDTTZRZ0g5Z0FBQUFBQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSWdVR0Z5YVhNc1VHRnlhWE1zU1d4bExXUmxMVVp5WVc1alpTeEdjbUZ1WTJVIiwiZ2wiOiJmciIsImhsIjoiZnIiLCJmYyI6IkVzd0JDb3dCUVVOUWQycHFWSFJrZGxneE1IVkxaMHRWV0VSc1ozaFNla3hwUkhCRFZVYzBNVWxLYTJKTFdVUkpSekpxUTJsc2VHWjFNMGxtV0hrNWNESm1RVFZLTm0xRVJWUjRaR0kyTTB0TVdrUjBkbk15T0hORmRGZFFaekF6Y2poQ2RYSTFNelZzTTFCV2FHeFRWRll0VUVWeWJVeDZRbXRMV21GMlFYZDNTamh2WkVkUGNuaHpaVkZ0TlRScVpsTVNGMk5EY21SWkxVTnBUbHB4Y0hCMFVWQXlPWEZrT0VGRkdpSkJSbDgyVFVGUWNFb3RTbkowU1dWWU1HZHdabEI0TW5JeGRVZERlRmQ2Tkc5biIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzQiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiUG9zdHVsZXIgc3VyIFNpbXBseUhpcmVkIiwibGluayI6Imh0dHBzOi8vd3d3LnNpbXBseWhpcmVkLmZyL2pvYi95bHczWWVlbDROd3A1OHNYSHF5Vy1iUjZZMm1hY3hhNGwtLWNOYy1wdk9yVzdjdWw2eENMLUE/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,il y a 9 heures,À plein temps,2023-02-03 16:38:25.692015,data analyst
